DateTime,FT-01,TT-01,pH-01,TDS-01
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,24.00,9.02,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,,,
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,24.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
,,,,
44440.00,25.00,25.00,9.01,0.00
